,author_id,created_at,edit_history_tweet_ids,id,lang,text,retweet_count,reply_count,like_count,quote_count,impression_count,has_image,name
49,158487331,2022-01-20 17:00:03+00:00,[1484209117195423744],1.48421e+18,pt,"Agora que vou abrir minha vida na minha série ""Neymar: O Caos Perfeito"" na @netflixbrasil , chegou a hora de falar sobre as pérolas que eu soltei aqui no Twitter! 🤣🤣
#NeymarCaosPerfeito @twittersports https://t.co/oZIhoGBCw8",4829,6663,52775,4510,0,True,Neymar
48,158487331,2022-01-20 18:24:05+00:00,[1484230264293318663],1.48423e+18,en,I am an ape! #community #art #BoredApeYC https://t.co/iOe3E0H2t6,3172,2404,89000,511,0,True,Neymar
47,158487331,2022-01-21 12:11:38+00:00,[1484498920969588742],1.4845e+18,en,"My partners in #Community #APE 
⁦@LParedss⁩ #Verratti  https://t.co/dCohM8wJmk",4036,1732,69572,289,0,False,Neymar
46,158487331,2022-01-21 17:00:15+00:00,[1484571554147151873],1.48457e+18,qht,#NetflixLiberaOCaze,10568,1567,140226,557,0,False,Neymar
45,158487331,2022-01-24 23:02:29+00:00,[1485749877183336450],1.48575e+18,pt,O Caos chegou! https://t.co/VbmA6YUOsM,42722,6841,513826,5096,0,False,Neymar
44,158487331,2022-01-25 17:00:32+00:00,[1486021179160899591],1.48602e+18,pt,"Hoje é a estreia da minha série Neymar:  o Caos Perfeito na Netflix. Queria convidar geral pra assistir junto e comentar aqui no twitter. Só dar o play na Netflix às 18h e comentar usando a #NeymarNaNetflix

https://t.co/d7KVLw4ZcU",381,1185,9005,22,0,False,Neymar
43,158487331,2022-01-25 21:00:07+00:00,[1486081473107185677],1.48608e+18,pt,Bora todo mundo assistir junto a minha série na Netflix. Vai começar o tuitaço!! Que Deus nos abençoe e nos proteja 🙏📺😅 comentem usando #NeymarNaNetflix,747,1189,17927,41,0,False,Neymar
42,158487331,2022-01-25 21:30:31+00:00,[1486089121105956868],1.48609e+18,pt,Aí @NetflixBrasil o PAI TÁ ON demais 🤩🤩😂😂 tmj!! #OusadoChegou,1148,1819,9275,553,0,False,Neymar
41,158487331,2022-01-25 23:01:26+00:00,[1486112001952829440],1.48611e+18,pt,"""eu lembro daquele dia e passa um filme na cabeça"" quem nunca? 🤣 Obrigado a todo mundo que vive comigo o caos perfeito 🔥🎡. Ainda tem muita coisa pela frente! Haha Obrigado @NetflixBrasil  #NeymarCaosPerfeito",4006,2055,67318,283,0,False,Neymar
40,158487331,2022-01-28 17:50:21+00:00,[1487120879922384897],1.48712e+18,qme,"https://t.co/5Hjoyr63MA 

#FacebookGaming https://t.co/UzZs5sgY56",438,277,10803,21,0,True,Neymar
39,158487331,2022-01-29 18:05:47+00:00,[1487487151201783810],1.48749e+18,qme,"https://t.co/5Hjoyr63MA

@FacebookGaming https://t.co/3GzFCuIpLd",234,238,6521,8,0,True,Neymar
38,158487331,2022-01-29 19:39:58+00:00,[1487510851376586756],1.48751e+18,pt,"A Série D do CS:GO ao vivo lá no @FacebookGaming !
Vem acompanhar esse mix resenha dos trapalhões. 🤪

https://t.co/2RnpyYoHiF
https://t.co/2RnpyYoHiF
https://t.co/2RnpyYoHiF",47533,24206,213911,8982,0,False,Neymar
37,158487331,2022-02-08 11:45:57+00:00,[1491015440159875074],1.49102e+18,pt,Maria aproveitou a placa pra dar um tapa na testa do Arthur … se fosse ao contrário ele tava ferrado 🤣,24218,11381,257355,4037,0,False,Neymar
36,158487331,2022-02-08 15:02:47+00:00,[1491064976060018697],1.49106e+18,en,Step by step 🔥 https://t.co/rBVyFENSzc,12366,9040,153210,1448,0,True,Neymar
35,158487331,2022-02-14 14:21:24+00:00,[1493228890428428289],1.49323e+18,und,⁦@zefelipecantor⁩ https://t.co/FpFtwMr6JC,311,540,9700,35,0,True,Neymar
34,158487331,2022-02-15 18:25:29+00:00,[1493652702194450432],1.49365e+18,pt,Que Deus nos abençoe e nos proteja 🙏🏽⚽️ https://t.co/b3hYC401mC,7585,40248,233993,18850,0,True,Neymar
33,158487331,2022-02-19 18:16:44+00:00,[1495100049960968201],1.4951e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽⚽️

https://t.co/Inc6LTWICX
#triller @triller",7375,32272,179140,20810,0,False,Neymar
32,158487331,2022-02-23 18:31:18+00:00,[1496553270134910979],1.49655e+18,pt,"Ontem fui visitar a loja da Replay em Paris 🤩
@REPLAY 
https://t.co/Hvt8YuLzYN

#triller @triller",2713,1560,58207,281,0,False,Neymar
31,158487331,2022-02-26 18:55:52+00:00,[1497646615951204352],1.49765e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽⚽️

https://t.co/1j79uH28BY

#triller @triller https://t.co/ZkqSnL4qqX",8306,5603,191821,1997,0,True,Neymar
30,158487331,2022-03-05 18:10:51+00:00,[1500171998873403396],1.50017e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽❤️⚽️

https://t.co/z1gWYOW1r7

#triller @triller",2454,825,63153,172,0,False,Neymar
29,158487331,2022-03-08 23:01:31+00:00,[1501332314470637571],1.50133e+18,pt,"Queria assistir o paredão mas hoje não vai dar não … 
Mais vou deixar uma pergunta aqui.
Será que a Eslo vai sentar do lado da jade? 👀
Porque ela tá invicta 🤣 não perdeu uma ainda 🤣🤣🤣🤣

Boa noite, fui 🤟🏽
GG 🍭",1106,2181,48435,1321,0,False,Neymar
28,158487331,2022-03-08 23:23:35+00:00,[1501337866416185351],1.50134e+18,pt,"Se eu estivesse no paredão, sentaria bem longe 🤣🤣🤣🤣 https://t.co/MvYzfGL4e8",6844,3769,156060,742,0,True,Neymar
27,158487331,2022-03-09 18:24:34+00:00,[1501625006123630593],1.50163e+18,pt,"Que Deus nos abençoe e nos proteja ❤️🙏🏽

https://t.co/HN03smVOIA

#triller @triller",713,288,18544,48,0,False,Neymar
26,158487331,2022-03-16 13:30:08+00:00,[1504087622242738180],1.50409e+18,es,Eslo segue eliminando 🤣🤣,539,724,18934,56,0,False,Neymar
25,158487331,2022-03-16 18:18:58+00:00,[1504160307916288016],1.50416e+18,pt,"Ao vivo lá no @FacebookGaming !
Vem comigo.

https://t.co/i5qhHFwlh5
https://t.co/i5qhHFwlh5
https://t.co/i5qhHFwlh5",306,345,7400,16,0,False,Neymar
24,158487331,2022-03-23 02:33:43+00:00,[1506459146417328128],1.50646e+18,pt,Eslo tá no meio da Laís e do Elieser … e agora? 👀,1325,577,26838,95,0,False,Neymar
23,158487331,2022-03-23 14:59:55+00:00,[1506646931073814532],1.50665e+18,en,Pretty fun. Look forward to my NFT release soon… @THENFTSTAR https://t.co/IcCrf0M24o,2303,585,52219,142,0,False,Neymar
22,158487331,2022-03-24 21:30:05+00:00,[1507107508409753604],1.50711e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽❤️🇧🇷

#triller @triller 

https://t.co/UZP3ZthHkA",4262,1134,118581,456,0,False,Neymar
21,158487331,2022-03-27 01:15:23+00:00,[1507888984080498695],1.50789e+18,en,Be your hero https://t.co/4DzpdZWx8h,2635,775,66853,367,0,True,Neymar
20,158487331,2022-04-01 07:33:36+00:00,[1509796102916165663],1.5098e+18,pt,"Passando aqui pra deixar minha energia positiva ao RODRIGO MUSSI! 
Força guerreiro 🙏🏽",1831,342,48627,100,0,False,Neymar
19,158487331,2022-04-01 11:50:51+00:00,[1509860841780359172],1.50986e+18,en,"Selfie Time 🏆 
https://t.co/BMmnflFiMb https://t.co/iYtCaJeKNr",8262,1477,184096,687,0,True,Neymar
18,158487331,2022-04-03 17:04:03+00:00,[1510664439795785731],1.51066e+18,pt,"Que Deus nos abençoe e nos proteja ❤️🙏🏽⚽️

https://t.co/FhoHceTapq

#triller @triller",5430,1943,96298,1243,0,False,Neymar
17,158487331,2022-04-07 16:38:02+00:00,[1512107442099871755],1.51211e+18,pt,"Falta você ❤️ @thiaguinhocomth 

https://t.co/MickdUDdAL

#triller @triller",909,827,54343,230,0,False,Neymar
16,158487331,2022-04-09 17:50:35+00:00,[1512850474483044359],1.51285e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽❤️⚽️

https://t.co/SlJf1FXRTl

#triller @triller",1624,1544,69936,260,0,False,Neymar
15,158487331,2022-04-17 17:03:17+00:00,[1515737676393197576],1.51574e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽❤️⚽️

https://t.co/cIIKpAf4v0

#triller @triller",453,523,13297,65,0,False,Neymar
14,158487331,2022-04-22 15:16:38+00:00,[1517522776285921280],1.51752e+18,pt,To contigo! 🔥👊🏽 https://t.co/y9OljomPcu,28715,11000,333441,5948,0,False,Neymar
13,158487331,2022-04-23 17:31:58+00:00,[1517919218854998016],1.51792e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽❤️⚽️

https://t.co/jZarRwGPS5

#triller @triller",42656,14970,498523,6297,0,False,Neymar
12,158487331,2022-04-24 00:47:42+00:00,[1518028875493777408],1.51803e+18,en,CAMPEONES 🏆 https://t.co/K78Ne5Aunb,28267,18586,538444,2747,0,True,Neymar
11,158487331,2022-04-26 12:47:18+00:00,[1518934746897788930],1.51893e+18,pt,"Bora começar o aquecimento com o álbum Nossa Seleção Rumo ao Qatar 2022 da @TorcidaPanini , com tudo sobre os jogadores que disputam uma vaga pra brilhar na Copa pelo Brasil e figurinhas autografadas por mim.
Já nas bancas e na Loja Panini
#OPaiTáPronto #Qatar2022 #OPaiTáPronto https://t.co/KiPxQ7Ey1c",54074,13886,703331,5471,0,True,Neymar
10,158487331,2022-04-26 16:40:25+00:00,[1518993410107052034],1.51899e+18,en,"In my role as https://t.co/IzHYTclXUk Cultural Ambassador,I'm excited to be working with inspiring artists across the globe to shake things up for the community.Find out more about the Cultural Collective and what's new at https://t.co/Z5CLaqGAtX #ImIn #PSxNJR #CulturalCollective https://t.co/W0WwgeYLbW",36309,10749,457278,8956,0,True,Neymar
9,158487331,2022-04-27 13:49:35+00:00,[1519312808143376384],1.51931e+18,pt,"Vi a final do bbb hoje de manhã e confesso que quando o Tadeu fez o discurso e falou “é impossível não reconhecer o sacrifício que você fez, para um atleta de ponta ficar afastado…” eu fui aos prantos junto com o PA ❤️",32672,10958,382125,5130,0,False,Neymar
8,158487331,2022-04-27 13:54:41+00:00,[1519314091277496321],1.51931e+18,pt,Quem não se emocionou ou não se arrepiou com o Tadeu cheio de lágrimas nos olhos… boa pessoa não é 🤣,52484,10428,723455,3877,0,False,Neymar
7,158487331,2022-04-27 18:26:09+00:00,[1519382409665462272],1.51938e+18,pt,"Scooby e PA = Neymar jr e Gabriel Medina “se tornam crianças quando estão juntos” 🤣
Quem conhece sabe 🤣🤣🤣🤣🤣🤣

@gabriel1medina",31267,7713,422120,2706,0,False,Neymar
6,158487331,2022-04-29 17:18:36+00:00,[1520090185517735938],1.52009e+18,pt,"Que Deus nos abençoe e nos proteja 🙏🏽❤️⚽️

https://t.co/FCSBrBpI1L

#triller @triller",37139,22463,520683,5700,0,False,Neymar
5,158487331,2022-05-03 16:04:27+00:00,[1521521075133337601],1.52152e+18,en,"I'm thrilled about my new partnership with @eGO_Mobile_SE from Germany!
e.GO is building uniquely innovative electric cars which are sustainable and also lot of fun to drive (yes, I have tried it!).
And by the way … I will reveal the new model e.wave X on Thursday in Berlin.
#ad https://t.co/ZPXnyn5q9M",287924,24629,8740,19222,53939701,True,Neymar
4,158487331,2022-05-06 14:18:40+00:00,[1522581616803123201],1.52258e+18,en,"Thank you for the great launch event yesterday in Berlin! I am happy to be part of the @eGO_Mobile_SE family and, of course, to unveil the new fully electric and sustainable e.wave X. https://t.co/oqyYklJhAp",28543,10585,777087,3304,31940609,True,Neymar
3,158487331,2022-05-09 14:34:29+00:00,[1523672762216488960],1.52367e+18,pt,"Tem @neymarjr pra todo mundo no novo álbum Nossa Seleção Rumo ao Qatar. #OPaiTáPronto
Confira em @TorcidaPanini https://t.co/DidgsPLbzR",19128,6252,403132,2267,20494200,True,Neymar
2,158487331,2022-05-13 15:36:19+00:00,[1525137874705866756],1.52514e+18,pt,"Este ano é aniversário de 20 anos do Penta. Então bora começar a torcida com o álbum Nossa Seleção Rumo ao Qatar 2022, com dezenas de figurinhas incríveis e até cromos autografados por mim em alguns pacotinhos. Já nas bancas e na @LojaPanini .
#OPaiTáPronto #Qatar2022 #ad https://t.co/ZpK8SVcaXc",7196,19780,277166,26858,42664766,True,Neymar
1,158487331,2022-05-17 14:51:38+00:00,[1526576181918814215],1.52658e+18,pt,"Já estou com o álbum na mão, e você?
Bora começar a coleção Nossa Seleção Rumo ao Qatar 2022.
Só chegar na @LojaPanini ! https://t.co/jEL5IW6EMe",10547,4625,246530,1062,9779908,True,Neymar
0,158487331,2022-05-20 15:32:22+00:00,[1527673593500409857],1.52767e+18,pt,"Será que foram os HS de ontem 🤔
Help meeeeee 😂🤣 PLEASE !! 
@PUBG_BR https://t.co/MHyKIkbGZJ",14315,5277,293190,1205,9696023,True,Neymar
99,158487331,2022-05-22 13:00:01+00:00,[1528360030554054657],1.52836e+18,en,"Flashback to the @redbull Neymar Jr's Five 2019 rating goals with my friends 🔥
Looking forward to seeing some awesome #outplaythemall moments this year 🙌

Tune in live on Red Bull TV at 6:30pm CEST on May 24th! https://t.co/O4cuK1Cl7j",362,430,10626,24,0,True,Neymar
98,158487331,2022-05-26 14:04:31+00:00,[1529825813792641025],1.52983e+18,en,"Doha let’s go 💪🔥
@OoredooQatar https://t.co/4bNc1EUWD6",1110,1024,26743,142,0,True,Neymar
97,158487331,2022-06-09 14:12:42+00:00,[1534901303972864002],1.5349e+18,en,"Explore new spaces in #PUMASlipstream 👟🚀 Available on https://t.co/CgUJQPi3kR .

@puma
#ad https://t.co/ncVkDGx0Kd",1287,1172,48882,247,0,True,Neymar
96,158487331,2022-06-17 20:13:10+00:00,[1537891121656782850],1.53789e+18,pt,"O game de futebol eFootball™ 2022 da Konami acabou de ser atualizado!
Agora também disponível em dispositivos mobile, e com o novo modo de jogar: Time ideal.
Vamos lá, me mostre o seu time dos sonhos!
=&gt; https://t.co/yKgwX76Rmy
#eFootball #FreeToPlay 
#ad https://t.co/02WBXeKZCQ",523,598,15632,71,0,True,Neymar
95,158487331,2022-06-18 19:34:32+00:00,[1538243784852418560],1.53824e+18,pt,"Perdeu… não pode comemorar o aniversário da vó, do filho, da esposa e principalmente o seu. 
Ser atleta não tá fácil 😂 “ser feliz só pode depois que a carreira encerrar, que loucura”",4956,4989,153279,2622,0,False,Neymar
94,158487331,2022-06-24 16:35:12+00:00,[1540372983663017985],1.54037e+18,pt,"Vocês viram os atributos e o design da minha carta no eFootball™ 2022?
Comprando o ""Premium Ambassador Pack (Pacote de embaixador premium)"" você vai receber esta carta fenomenal, que foi criada especialmente para este pacote!
#eFootball #FreeToPlay #ad https://t.co/R6roTsrqiR",649,883,25733,77,0,True,Neymar
93,158487331,2022-06-24 18:59:43+00:00,[1540409350539415553],1.54041e+18,pt,"Jogando PUBG ao vivo agora, cola assistir 

https://t.co/1X4pGMWFTx 
https://t.co/1X4pGMWFTx 
https://t.co/1X4pGMWFTx",220,755,6607,48,0,False,Neymar
92,158487331,2022-07-09 16:56:55+00:00,[1545814263993884674],1.54581e+18,pt,"Assistindo alguns lances meus em live! Vem pra resenha!!

https://t.co/1X4pGMWFTx
https://t.co/1X4pGMWFTx
https://t.co/1X4pGMWFTx",233,306,6742,17,0,False,Neymar
91,158487331,2022-07-13 07:09:03+00:00,[1547115877958651905],1.54712e+18,pt,"Gosto muito do Diniz como treinador, uma pena que no Br não dão tempo suficiente.",7370,3740,155517,5841,0,False,Neymar
90,158487331,2022-07-14 09:05:36+00:00,[1547507595472248832],1.54751e+18,pt,"Fico triste pela derrota do Santos mas o que mais me entristeceu foi ver a atitude desse torcedor. 
No calor do momento é onde tomamos atitudes que nos fazem se arrepender e nos deixam com vergonha. 
Espero que isso sirva de lição pra todos os torcedores!",3085,1650,108185,569,0,False,Neymar
89,158487331,2022-07-25 14:57:55+00:00,[1551582525440593920],1.55158e+18,es,✋🏽😜🤚🏽 careta pros HATE 😂😂😂😂 https://t.co/GgPmMTlPUt,25776,11968,344990,4746,0,True,Neymar
88,158487331,2022-07-25 14:59:34+00:00,[1551582940219559936],1.55158e+18,pt,Meu sobrenome 😂🤷🏽‍♂️ atura ou surta https://t.co/Y1SpbQshbz,2072,1411,50589,1687,0,False,Neymar
87,158487331,2022-07-26 09:20:08+00:00,[1551859906189328384],1.55186e+18,pt,"Ah pronto! Não posso contrariar uma matéria que está falando besteira.. que agora eu não aceito crítica 😂😂😂 meu amigoooo, sou criticado desde os meus 13 anos. 
Passei muito tempo calado, isso sim e se falar algo que não concordo, voltarei a falar!",9378,8907,227042,3979,0,False,Neymar
86,158487331,2022-07-26 09:20:34+00:00,[1551860014301827073],1.55186e+18,pt,"Toda ação provava uma reação … 
Fala o que quer, escuta o que não quer 😉",14145,4317,153663,2905,0,False,Neymar
85,158487331,2022-08-03 11:59:33+00:00,[1554799127984312326],1.5548e+18,en,"#AD Fancy winning a Worldie shirt signed by me? Click the link in my bio for your chance to score with #CadburyFC! ⚽🤙

#WinAWorldie 

UK/ROI, 18+, NPN NI &amp; ROI. Closes 14.08.22. T&amp;Cs apply - see https://t.co/aj7psXrIrK for more information and full T&amp;Cs. https://t.co/TiF7Klp45p",287,382,7871,23,0,True,Neymar
84,158487331,2022-08-12 10:58:24+00:00,[1558045231785836544],1.55805e+18,en,"With only 100 days to go, it's nearly time for the FIFA World Cup Qatar 2022™ ⚽️🏆
It's time to secure your seat with @qatarairways complete travel packages https://t.co/bFlvTNxdxA

#QatarAirways #FIFAWorldCup ✈️ @qatarairways https://t.co/EArU09wALP",499,296,10408,38,0,True,Neymar
83,158487331,2022-08-13 17:24:12+00:00,[1558504708905508866],1.5585e+18,pt,Que Deus nos abençoe e nos proteja ❤️🙏 https://t.co/5xzIoKuKD2,3198,1049,73642,306,0,True,Neymar
82,158487331,2022-08-13 23:49:11+00:00,[1558601592877768704],1.5586e+18,pt,O pai tá on e roteando ✋🏽😝🤚🏽 https://t.co/AXDIlPVk6s,21576,5949,356868,2318,0,True,Neymar
81,158487331,2022-08-13 23:49:53+00:00,[1558601765859229696],1.5586e+18,es,"tamo solto, IXQUECE ✋🏽😝🤚🏽 https://t.co/ZPY5zBop1I",1712,829,42015,165,0,False,Neymar
80,158487331,2022-08-18 12:14:00+00:00,[1560238580617854976],1.56024e+18,en,"Enter Cadbury FC’s ‘Win A Worldie’ today and you could be hanging out with me before you know it! Head to the link in my bio 🙌
 
#WinAWorldie #CadburyFC 
 
UK/ROI, 18+, NPN NI &amp; ROI. Closes 20.11.22. T&amp;Cs apply - see https://t.co/B1lhFB0L5H more information and full T&amp;Cs. https://t.co/CtpmNgbTay",259,319,7179,30,0,True,Neymar
79,158487331,2022-08-19 19:57:36+00:00,[1560717637172207619],1.56072e+18,pt,"Gostei dessa #PINKVENOM @BLACKPINK
https://t.co/xbAJeNqvlI",35861,5164,109807,18805,0,False,Neymar
78,158487331,2022-08-28 17:19:31+00:00,[1563939347484889089],1.56394e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/HQ6NOWCx8i,3828,1382,87187,351,0,True,Neymar
77,158487331,2022-08-30 13:28:13+00:00,[1564605913171955718],1.56461e+18,pt,Alegria Alegria ✋🏽😝🤚🏽 https://t.co/0abZFowu6b,11449,3295,262561,1717,0,True,Neymar
76,158487331,2022-09-04 16:22:07+00:00,[1566461615708545031],1.56646e+18,pt,"O jogo de futebol da KONAMI que eu sou embaixador, o eFootball™ 2023, foi atualizado com os dados da nova temporada!
Como ele está disponível para console e mobile, agora é a hora para você entrar na brincadeira.
Tá esperando o q para começar a jogar?
#eFootball #FreeToPlay #ad https://t.co/P3TtrECxDG",627,352,11835,52,0,True,Neymar
75,158487331,2022-09-05 12:24:02+00:00,[1566764090416136194],1.56676e+18,en,Ready for tomorrow ✋🏽😝🤚🏽 https://t.co/dRXei1w0u0,9511,2329,227029,1421,0,True,Neymar
74,158487331,2022-09-05 14:30:21+00:00,[1566795876403757069],1.5668e+18,en,Mood 😂 https://t.co/Nyuoa01mK0,18917,3159,423829,1921,0,True,Neymar
73,158487331,2022-09-06 18:21:44+00:00,[1567216496534749187],1.56722e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/QBJcXCSY8n,4733,1663,89674,633,0,True,Neymar
72,158487331,2022-09-10 13:13:24+00:00,[1568588449959010304],1.56859e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/b7XON9wy1f,2719,894,57797,176,0,True,Neymar
71,158487331,2022-09-10 20:24:38+00:00,[1568696976484741120],1.5687e+18,und,🔥 https://t.co/lN13jBfznN,11395,2116,199410,854,0,True,Neymar
70,158487331,2022-09-12 11:09:59+00:00,[1569282167842439168],1.56928e+18,und,✋🏽😝🤚🏽 https://t.co/rtfeQZYLQd,14031,2511,269975,1092,0,True,Neymar
69,158487331,2022-09-12 17:25:18+00:00,[1569376621114626049],1.56938e+18,en,"It is time to rock your world. @qatarairways is ready to take you on a journey of a lifetime to the biggest show on earth.

#Qatar2022 #QatarAirways #FlytoQatar2022 #FIFAWorldCup #WeWillRoQ #ad https://t.co/V2CaeHJ8WT",536,279,10937,28,0,True,Neymar
68,158487331,2022-09-14 16:58:59+00:00,[1570094774836760577],1.57009e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/xoVzuPmB5y,5121,1402,98676,535,0,True,Neymar
67,158487331,2022-09-14 21:36:58+00:00,[1570164728902701056],1.57016e+18,pt,"#liberaacomemoracaoDanielSiebert 
To pedindo agora tá ? https://t.co/ko5ZnqA3ui",16485,2389,190086,1824,0,True,Neymar
66,158487331,2022-09-14 21:42:46+00:00,[1570166188315127808],1.57017e+18,pt,"Falta de respeito total com o atleta. Esse tipo de coisa não pode acontecer.. 
tomo o amarelo por simplesmente não ter feito nada e continuo prejudicado. E o juiz? Nem dizer que errou, ele vai! 
Muita falta de respeito",12035,3103,184762,1477,0,False,Neymar
65,158487331,2022-09-14 21:43:59+00:00,[1570166495128485888],1.57017e+18,de,DANIEL SIEBERT ✋🏽😝🤚🏽 https://t.co/LnVBuaVQ8S,3407,712,45735,472,0,False,Neymar
64,158487331,2022-09-14 22:16:03+00:00,[1570174565120356352],1.57017e+18,pt,"Cartões amarelos diferentes 🟨

Dar uma carretilha ✅
Comemorando o gol fazendo careta ✅

Seguimos ✋🏽😝🤚🏽",9590,1724,138756,1061,0,False,Neymar
63,158487331,2022-09-16 07:48:25+00:00,[1570680994151411712],1.57068e+18,in,BAILA VINI JR @vinijr,64534,4301,502079,5363,0,False,Neymar
62,158487331,2022-09-17 11:04:40+00:00,[1571092771511078912],1.57109e+18,pt,"Só eu acordei querendo que o @vinijr faça gol amanhã ?  🤔

#BailaViniJr",36797,6372,357306,5936,0,False,Neymar
61,158487331,2022-09-17 19:45:55+00:00,[1571223946057351170],1.57122e+18,en,Training session for tomorrow 🔥 https://t.co/gKA2R7QRnE,3523,1085,102825,170,0,True,Neymar
60,158487331,2022-09-19 01:11:31+00:00,[1571668276140462082],1.57167e+18,pt,Pessima notícia aos inimigos … @gabriel1medina 😂,947,937,61050,108,0,False,Neymar
59,158487331,2022-09-23 16:57:37+00:00,[1573355920482074625],1.57336e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/vh0iZXFwMH,9062,2728,144148,1095,0,True,Neymar
58,158487331,2022-09-24 13:15:49+00:00,[1573662488922578947],1.57366e+18,en,"#Tokyo are you ready?
Join @qatarairways for the last day tomorrow at Japan Tourism Expo to show your football skills for a chance to win exclusive prizes. 
See you in Qatar 
https://t.co/CtiYfDCsp3

#Qatar2022 #QatarAirways #FlytoQatar2022 #FIFAWorldCup #WeWillRoQ https://t.co/4V5JS3z1Kj",357,536,8995,13,0,True,Neymar
57,158487331,2022-09-27 16:29:45+00:00,[1574798457151299584],1.5748e+18,pt,Que Deus nos abençoe e nos proteja 🙏❤️ https://t.co/hL0w1NkUrJ,14507,6511,223038,1238,0,True,Neymar
56,158487331,2022-09-30 10:25:25+00:00,[1575793934441549824],1.57579e+18,pt,"Falam em democracia e um montão de coisa, mas quando alguém tem um opinião diferente é atacado pelas próprias pessoas que falam em democracia. Vai entender 😂🤷🏽‍♂️",100546,80128,655440,46530,0,False,Neymar
55,158487331,2022-09-30 14:50:59+00:00,[1575860767857037314],1.57586e+18,en,"Incredible #India!
Celebrate 50 Days To Go at JIO World in #Mumbai and visit the #QatarAirways pop up and show your football skills to win exclusive FIFA World Cup travel packages only on 1-2 October. 

#Qatar2022 #QatarAirways #FlytoQatar2022 #FIFAWorldCup #WeWillRoQ https://t.co/g2A9rpJHPi",676,870,18096,36,0,True,Neymar
54,158487331,2022-10-01 17:18:14+00:00,[1576260211501068288],1.57626e+18,pt,Que Deus nos abençoe e nos proteja 🙏💙💚💛 https://t.co/cfdZfhuVPP,8967,6815,155345,798,0,True,Neymar
53,158487331,2022-10-05 17:27:30+00:00,[1577712093377216513],1.57771e+18,pt,Que Deus nos abençoe e nos proteja ❤️🙏 https://t.co/BZRP7L0V6B,7410,3625,127423,740,0,True,Neymar
52,158487331,2022-10-07 16:50:16+00:00,[1578427500505763840],1.57843e+18,pt,". #Brasil, é a sua hora de brilhar.
Mostre suas habilidades no futebol no @qatarairways pop up na Cidade #SaoPaulo nos dias 8 e 9 de outubro.

#Qatar2022 #QatarAirways #FlytoQatar2022 #FIFAWorldCup #WeWillRoQ https://t.co/G9fnSUIVt7",315,339,7818,5,0,True,Neymar
51,158487331,2022-10-09 20:00:51+00:00,[1579200238644252673],1.5792e+18,en,"Check out what I've been working on with @MechArenaMobile !
Add my LIMITED edition #neymarjr Pilot to your hangar and do some SERIOUS damage to your opponents!
Go to https://t.co/e2KzKWiFu3 and join 7-day #pilotchase to get my Pilot for free.
#mecharena
https://t.co/Icee7gDSvA",178,265,5101,5,0,False,Neymar
50,158487331,2022-10-11 17:28:21+00:00,[1579886634371526656],1.57989e+18,pt,Que Deus nos abençoe e nos proteja ❤️🙏 https://t.co/kWieggaX4y,5641,2122,97148,575,0,True,Neymar
49,158487331,2022-10-13 12:58:06+00:00,[1580543400511623169],1.58054e+18,pt,"Nova skin para meu Yu Zhong 😎 
Ele tá on e eu também
#MobileLegendsBangBang https://t.co/1l7h9jDlau",4829,6663,52775,4510,0,True,Neymar
48,158487331,2022-10-14 12:25:27+00:00,[1580897570108628993],1.5809e+18,pt,"Sexta de frio e chuva 😔

Alguém aí gosta de frio? Porque eu não 😂 https://t.co/XsOMWmcTKA",3172,2404,89000,511,0,True,Neymar
47,158487331,2022-10-16 17:19:47+00:00,[1581696419727290369],1.5817e+18,pt,Que Deus nos abençoe e nos proteja 🙏 https://t.co/j9qb5phetO,4036,1732,69572,289,0,True,Neymar
46,158487331,2022-10-16 23:30:19+00:00,[1581789666377768962],1.58179e+18,fr,ICI C’EST PARIS 🔥 https://t.co/f9VFnPRKLP,10568,1567,140226,557,0,True,Neymar
45,158487331,2022-10-18 19:55:31+00:00,[1582460386494025728],1.58246e+18,pt,"Benzema merecido 👏🏽👏🏽 craque!! 
Agora o Vini jr estar em 8 não dá 
😂😂😂😂 
Mínimo entre os 3",42722,6841,513826,5096,0,False,Neymar
44,158487331,2022-10-22 12:31:17+00:00,[1583798143992201216],1.5838e+18,en,"#SouthAfrica, show your football skills at @qatarairways pop up in Sandton City Centre in #Johannesburg on 22nd and 23rd October, for a chance to win exclusive FIFA World Cup packages. 

#Qatar2022 #QatarAirways #FlytoQatar2022 #FIFAWorldCup #WeWillRoQ https://t.co/KVyoNce29q",381,1185,9005,22,0,True,Neymar
